Total_normal_guests: 0
Total_vip_guests: 1

Win1 :  Total_guests:0  Total_time:0  Average_time:0
Win2 :  Total_guests:0  Total_time:0  Average_time:0
Win3 :  Total_guests:0  Total_time:0  Average_time:0
Win4 :  Total_guests:0  Total_time:0  Average_time:0
Win5 :  Total_guests:0  Total_time:0  Average_time:0
Win6 :  Total_guests:0  Total_time:0  Average_time:0
Win7 :  Total_guests:1  Total_time:10  Average_time:10
Win8 :  Total_guests:0  Total_time:0  Average_time:0
